temperature,humidity,pressure,wind_speed,rainfall,weather
17.9,62.2,1009.1,10.1,0.0,Sunny
37.1,87.2,1003.3,2.6,13.8,Rainy
25.4,64.8,1005.7,18.2,0.0,Sunny
24.7,87.2,1010.3,16.8,5.6,Cloudy
31.5,81.0,1017.7,4.0,0.9,Cloudy
26.1,48.2,1006.4,6.4,0.0,Sunny
31.2,94.8,1019.7,18.8,8.9,Rainy
16.5,38.8,1009.8,9.7,0.0,Sunny
35.3,91.6,999.0,31.0,23.6,Rainy
38.5,54.2,999.8,7.7,0.6,Sunny
31.2,66.5,1012.9,2.7,0.0,Sunny
38.9,61.6,996.3,16.8,6.3,Cloudy
18.8,45.8,1007.0,34.5,0.0,Sunny
26.9,57.6,998.7,22.9,0.0,Sunny
30.0,47.2,1005.8,13.7,0.0,Sunny
29.5,47.8,1013.7,2.6,0.0,Sunny
25.0,46.8,1006.5,18.0,0.0,Sunny
23.5,65.8,999.1,8.8,4.9,Cloudy
18.2,85.3,1001.3,23.4,16.8,Rainy
24.8,70.8,1004.2,21.2,1.6,Cloudy
19.1,91.3,996.7,10.8,17.9,Rainy
33.4,75.1,1009.6,4.3,0.0,Cloudy
20.2,78.4,1010.2,26.9,5.2,Cloudy
16.5,77.1,996.6,21.3,15.3,Rainy
28.8,63.3,1005.1,29.8,5.4,Cloudy
29.9,78.4,1005.4,10.6,8.1,Rainy
36.8,39.4,1003.3,23.5,0.0,Sunny
29.4,89.2,1008.9,5.9,1.4,Cloudy
23.6,84.0,1003.6,11.6,5.0,Cloudy
35.1,50.4,1005.4,23.7,0.0,Sunny
28.5,83.4,1014.9,29.2,5.2,Cloudy
17.0,35.8,999.1,12.6,0.0,Sunny
29.1,48.7,1010.5,28.4,0.0,Sunny
37.7,39.1,1007.6,24.4,0.0,Sunny
24.9,84.2,1002.6,13.5,2.7,Cloudy
22.4,82.6,1013.2,30.9,0.5,Cloudy
18.6,86.3,1008.8,18.8,12.0,Rainy
18.8,35.3,1006.9,23.4,0.0,Sunny
25.8,66.6,1011.7,18.4,0.0,Sunny
29.9,79.4,1015.1,16.9,0.0,Cloudy
17.0,44.8,1019.3,30.0,0.0,Sunny
38.5,75.9,1010.7,11.7,6.6,Cloudy
33.9,40.3,1016.9,3.2,0.0,Sunny
29.7,46.4,995.0,31.0,8.9,Rainy
35.7,65.0,1008.3,29.2,0.0,Sunny
17.0,76.2,1000.4,14.1,9.6,Rainy
26.9,44.2,997.4,8.1,0.0,Sunny
30.8,46.7,1008.3,24.3,0.0,Sunny
35.7,47.9,1013.7,4.6,0.0,Sunny
34.6,50.0,1005.3,16.0,0.0,Sunny
21.9,49.3,1011.8,4.8,0.0,Sunny
38.5,59.9,1007.2,21.7,0.0,Sunny
18.1,76.2,1005.9,2.9,1.4,Cloudy
36.9,62.6,1002.3,22.8,2.5,Cloudy
39.3,83.9,1004.6,24.2,16.0,Rainy
19.4,80.3,1003.7,18.1,6.8,Cloudy
33.1,43.0,1011.2,7.8,0.0,Sunny
16.0,38.1,997.9,5.3,0.0,Sunny
25.1,90.3,997.3,12.3,21.6,Rainy
27.9,40.0,1011.5,17.4,0.0,Sunny
29.5,44.3,1008.7,23.2,0.0,Sunny
38.4,36.4,1005.8,2.0,0.0,Sunny
31.8,74.6,998.8,25.5,13.9,Rainy
27.0,71.7,1005.3,25.5,8.9,Rainy
35.2,97.2,1014.7,16.7,16.8,Rainy
38.8,90.9,1017.2,13.3,9.6,Rainy
15.6,60.9,1012.6,29.8,0.0,Sunny
39.6,58.4,996.5,27.9,3.4,Cloudy
17.2,53.7,1011.8,34.4,0.0,Sunny
35.4,44.6,1001.0,14.3,0.0,Sunny
22.0,43.7,1002.9,31.9,0.0,Sunny
18.3,43.3,999.9,4.9,0.0,Sunny
26.0,42.2,1014.4,15.6,0.0,Sunny
31.1,50.2,1011.2,17.4,0.0,Sunny
24.5,54.3,1010.3,16.5,0.0,Sunny
16.4,95.6,1011.7,22.6,10.3,Rainy
30.0,71.4,1000.9,7.6,0.7,Cloudy
37.6,97.2,1006.1,30.6,9.4,Rainy
24.6,58.5,1010.8,20.2,0.0,Sunny
20.4,63.8,1010.9,31.8,0.7,Sunny
26.1,55.4,1014.8,2.1,0.0,Sunny
16.2,46.5,1002.2,22.8,0.0,Sunny
35.5,44.0,1014.3,15.6,0.0,Sunny
35.7,94.5,1006.0,18.7,13.9,Rainy
29.7,97.2,1011.8,26.5,5.8,Cloudy
23.8,37.8,1006.4,9.5,0.0,Sunny
35.0,44.5,1018.7,8.8,0.0,Sunny
28.9,61.7,999.5,25.2,8.4,Rainy
35.6,46.7,1011.9,19.2,0.0,Sunny
30.8,57.9,1009.4,9.7,0.0,Sunny
34.6,43.1,999.3,18.0,0.0,Sunny
30.0,63.8,996.7,17.2,4.3,Cloudy
25.4,52.1,1015.0,24.8,0.0,Sunny
38.9,57.2,998.9,2.1,4.6,Cloudy
28.5,40.9,999.7,21.4,2.9,Cloudy
30.1,62.0,1019.5,22.0,0.0,Sunny
20.5,96.9,1012.9,26.6,13.8,Rainy
30.6,55.7,1001.3,31.3,0.5,Sunny
29.3,90.2,1009.8,16.5,2.0,Cloudy
19.6,88.1,1008.4,13.3,4.7,Cloudy
16.5,95.0,1016.1,5.4,2.7,Cloudy
30.1,84.8,1013.2,13.1,1.6,Cloudy
34.1,76.6,1015.8,4.3,0.0,Cloudy
28.1,89.0,1000.3,28.5,16.6,Rainy
20.7,39.8,1011.0,28.6,0.0,Sunny
31.7,64.2,996.0,15.8,15.0,Rainy
17.0,97.3,996.7,10.6,14.5,Rainy
26.0,83.5,1012.8,5.9,5.3,Cloudy
19.1,95.6,995.6,30.1,21.9,Rainy
19.6,84.1,1009.5,31.0,10.0,Rainy
20.1,90.1,1016.0,10.8,5.3,Cloudy
24.7,79.5,1004.5,22.5,8.9,Rainy
16.3,82.9,996.1,10.5,9.4,Rainy
24.9,68.0,1012.8,9.4,0.0,Sunny
27.8,93.2,1018.2,2.7,2.6,Cloudy
27.1,87.0,1012.9,21.0,6.0,Cloudy
24.6,88.2,1009.5,6.9,2.3,Cloudy
36.0,77.4,1000.8,2.4,12.1,Rainy
18.6,54.2,995.4,5.5,0.0,Sunny
27.6,37.2,1012.4,12.4,0.0,Sunny
16.6,93.9,1000.8,24.1,13.9,Rainy
16.8,71.9,1016.5,8.7,0.0,Cloudy
29.3,53.8,1006.7,31.3,0.6,Sunny
29.2,44.4,1008.3,11.5,0.0,Sunny
37.0,87.3,1013.8,12.9,13.3,Rainy
28.9,87.7,1014.5,9.2,3.8,Cloudy
39.0,86.3,1011.1,10.4,6.5,Cloudy
16.2,75.6,1018.5,4.4,0.0,Cloudy
17.5,58.1,1019.6,11.7,0.0,Sunny
16.1,54.2,1018.7,30.4,0.0,Sunny
19.6,35.5,1015.6,24.7,0.0,Sunny
28.5,87.5,1012.6,30.9,8.1,Rainy
31.1,40.5,1011.6,5.5,0.0,Sunny
16.1,74.7,997.6,17.0,4.6,Cloudy
38.6,66.8,1001.8,9.6,0.0,Sunny
36.1,68.2,995.1,25.8,15.0,Rainy
22.4,93.4,998.4,34.0,24.1,Rainy
16.9,37.0,1006.0,28.9,0.0,Sunny
19.2,83.7,998.7,3.2,8.1,Rainy
18.2,38.3,1017.5,12.4,0.0,Sunny
18.1,37.4,1015.1,2.9,0.0,Sunny
28.0,62.1,996.8,3.3,0.0,Sunny
21.1,39.0,1001.2,4.6,0.0,Sunny
24.0,84.7,1015.5,11.1,0.0,Cloudy
39.7,68.4,1015.1,12.0,0.0,Sunny
32.1,36.8,1018.6,15.2,0.0,Sunny
38.7,37.6,1019.9,15.4,0.0,Sunny
18.6,73.6,1019.4,27.5,0.0,Cloudy
24.6,85.8,1005.3,6.7,8.5,Rainy
28.9,62.6,1001.3,7.2,2.8,Cloudy
16.9,69.9,1014.0,22.7,2.2,Cloudy
15.1,85.4,1002.5,20.9,14.5,Rainy
31.8,73.5,1015.2,7.1,3.7,Cloudy
31.0,49.2,1008.3,30.1,0.0,Sunny
25.3,73.6,1014.8,12.9,0.0,Cloudy
27.2,74.6,1001.9,14.1,8.5,Rainy
25.4,81.2,1007.7,15.9,10.8,Rainy
15.6,74.1,1009.1,12.6,0.0,Cloudy
23.4,96.1,1018.6,20.4,3.7,Cloudy
19.4,47.4,1001.7,14.8,0.0,Sunny
17.5,94.9,1018.4,10.6,6.4,Cloudy
38.9,68.9,1015.1,31.8,0.0,Sunny
30.0,77.3,1013.3,12.2,11.7,Rainy
33.2,41.3,1014.7,25.1,0.0,Sunny
22.9,59.0,1010.1,13.5,0.0,Sunny
24.8,83.5,1001.1,16.4,10.0,Rainy
20.9,79.5,999.7,9.8,7.8,Cloudy
17.4,37.5,1016.7,26.8,0.0,Sunny
19.5,69.4,1013.1,26.3,0.0,Sunny
34.9,40.6,1000.3,2.7,0.0,Sunny
31.9,97.7,1010.4,4.0,11.8,Rainy
28.7,91.5,1006.2,32.4,12.3,Rainy
26.9,36.3,999.0,31.3,1.8,Sunny
38.1,89.1,1008.3,18.7,4.4,Cloudy
16.8,92.9,1002.0,18.3,21.4,Rainy
22.0,57.3,997.4,28.8,10.5,Rainy
23.7,80.3,1006.7,6.6,9.8,Rainy
34.6,62.9,1009.8,23.6,0.0,Sunny
39.8,76.3,996.2,17.7,10.6,Rainy
21.0,56.4,1005.1,26.5,3.2,Cloudy
36.9,55.3,1001.4,3.0,0.0,Sunny
35.8,61.7,995.8,21.6,7.3,Cloudy
20.6,44.2,998.1,20.4,0.0,Sunny
25.0,87.4,998.5,29.7,13.6,Rainy
25.2,57.0,999.6,24.3,3.0,Cloudy
39.5,60.2,1015.1,31.0,0.0,Sunny
19.5,91.3,1006.0,31.3,10.2,Rainy
35.0,66.3,998.7,15.5,7.2,Cloudy
23.4,69.3,997.5,6.5,0.0,Sunny
33.3,95.3,1002.4,22.8,12.7,Rainy
25.5,90.9,1015.0,30.8,5.5,Cloudy
29.5,45.7,1004.1,4.5,0.0,Sunny
35.8,64.8,999.0,20.4,8.7,Rainy
35.1,96.2,1005.1,5.8,13.2,Rainy
36.7,58.5,1008.9,2.9,0.0,Sunny
16.5,58.4,995.7,24.4,4.6,Cloudy
32.3,47.3,1010.7,24.5,0.0,Sunny
18.5,42.2,1004.9,21.8,0.0,Sunny
25.4,81.6,995.2,30.4,14.9,Rainy
28.7,83.5,1011.8,4.7,0.9,Cloudy
25.1,96.0,1012.8,5.5,9.8,Rainy
28.0,83.7,1010.7,30.5,14.3,Rainy
39.9,50.3,1003.5,18.6,0.1,Sunny
18.4,37.5,1008.2,11.0,0.0,Sunny
31.9,97.1,1004.7,26.4,12.2,Rainy
24.9,56.4,1012.5,31.5,0.0,Sunny
18.3,54.7,1009.6,24.8,0.0,Sunny
19.0,92.1,997.0,28.1,20.3,Rainy
38.7,71.9,1011.1,11.3,3.5,Cloudy
37.0,48.5,1012.2,11.5,0.0,Sunny
37.7,91.0,1004.3,30.5,14.8,Rainy
39.8,97.6,1016.9,22.3,6.8,Cloudy
20.2,40.5,1016.1,9.7,0.0,Sunny
23.9,89.3,999.4,19.3,20.1,Rainy
31.7,59.6,1017.6,24.6,0.0,Sunny
27.1,68.0,1006.0,9.2,0.0,Sunny
25.5,92.6,1013.1,23.6,5.9,Cloudy
23.9,96.3,1015.4,3.4,0.9,Cloudy
29.8,51.5,1007.6,12.0,0.0,Sunny
29.4,48.4,1005.0,24.2,0.0,Sunny
19.0,40.1,1017.9,6.9,0.0,Sunny
26.8,70.4,1000.8,9.3,9.4,Rainy
28.8,35.9,1001.4,31.0,0.0,Sunny
29.3,60.9,1004.0,24.3,0.0,Sunny
20.3,39.6,1016.5,18.5,0.0,Sunny
33.6,60.5,1018.5,9.0,0.0,Sunny
15.6,37.5,1000.5,13.3,0.0,Sunny
23.9,87.6,1016.6,21.0,0.0,Cloudy
34.5,48.2,1001.5,7.1,0.0,Sunny
29.1,55.7,1019.3,17.9,0.0,Sunny
21.5,89.8,1009.9,15.5,0.0,Cloudy
32.4,82.0,995.2,17.7,15.3,Rainy
29.2,48.8,995.9,5.5,0.0,Sunny
34.9,39.5,998.7,5.5,0.0,Sunny
33.4,80.1,999.7,33.8,15.6,Rainy
30.3,59.6,1014.2,34.3,0.0,Sunny
27.2,83.3,1000.6,16.1,11.0,Rainy
18.3,63.1,1019.2,28.0,0.0,Sunny
21.5,56.8,1010.9,23.6,2.6,Cloudy
25.5,63.4,1012.3,5.9,0.0,Sunny
30.0,82.2,1000.4,11.8,5.2,Cloudy
27.8,91.8,1017.3,12.4,2.4,Cloudy
22.2,38.1,1011.7,21.7,0.0,Sunny
15.2,68.0,1016.6,21.1,0.0,Sunny
27.4,37.1,1018.9,32.5,0.0,Sunny
22.1,64.5,998.1,28.1,9.3,Rainy
33.4,90.8,997.4,30.3,16.3,Rainy
15.6,57.8,1015.1,31.4,0.0,Sunny
29.6,93.7,1016.7,28.4,7.1,Cloudy
38.5,74.7,1009.6,13.0,0.0,Cloudy
19.4,93.9,1004.2,9.1,3.3,Cloudy
26.8,82.7,1011.3,20.9,9.6,Rainy
17.3,41.5,1002.6,24.8,0.0,Sunny
30.6,49.6,1001.0,14.8,0.0,Sunny
28.8,59.8,1007.2,30.0,0.0,Sunny
25.2,45.7,1000.4,33.7,4.0,Cloudy
28.0,66.2,1007.1,20.8,0.0,Sunny
37.4,64.7,1018.9,17.1,0.0,Sunny
19.9,95.2,1016.0,29.8,10.7,Rainy
15.6,62.3,1018.5,2.8,0.0,Sunny
36.5,84.5,1015.2,6.3,0.0,Cloudy
29.4,94.3,1003.9,29.9,13.6,Rainy
37.3,90.3,1015.3,26.2,5.7,Cloudy
29.9,48.1,1018.1,15.7,0.0,Sunny
35.3,66.2,1018.7,31.3,0.0,Sunny
25.7,56.9,1012.1,13.6,0.0,Sunny
33.7,60.2,1000.3,22.9,3.1,Cloudy
37.8,57.7,996.0,22.9,0.0,Sunny
29.3,87.1,998.7,8.1,17.2,Rainy
19.5,63.5,1019.1,11.4,0.0,Sunny
21.7,68.0,1006.6,32.2,0.0,Sunny
20.0,96.9,1016.4,8.1,11.8,Rainy
21.2,38.8,1006.6,7.7,0.0,Sunny
22.7,65.7,1011.5,17.8,0.0,Sunny
28.9,83.8,995.6,5.0,13.1,Rainy
29.7,44.5,1001.2,31.5,0.0,Sunny
25.7,73.5,1005.9,5.3,0.5,Cloudy
30.4,50.1,1010.8,22.3,0.0,Sunny
17.0,89.6,999.3,13.2,20.0,Rainy
17.2,55.6,1014.1,28.5,0.0,Sunny
19.3,55.7,1004.1,21.5,0.0,Sunny
28.0,72.7,1015.4,14.8,0.0,Cloudy
20.3,46.6,997.4,34.5,6.0,Cloudy
22.1,52.9,1012.0,4.2,0.0,Sunny
25.0,61.2,1002.3,21.1,0.0,Sunny
35.3,57.3,1014.9,34.7,0.0,Sunny
15.3,68.1,1005.1,24.8,3.5,Cloudy
31.2,72.8,1011.6,26.4,0.0,Cloudy
31.7,70.7,1018.4,3.1,0.0,Cloudy
35.0,76.2,995.5,2.7,15.6,Rainy
38.3,54.4,995.3,3.2,8.9,Rainy
15.5,43.0,1014.3,34.7,0.0,Sunny
18.8,82.9,1011.2,34.3,4.6,Cloudy
37.2,88.6,1002.3,13.0,12.0,Rainy
26.5,51.2,1007.4,11.6,0.0,Sunny
29.1,60.6,996.0,6.8,0.9,Sunny
31.6,66.4,999.8,12.9,1.4,Sunny
32.0,68.6,1005.6,14.2,1.1,Sunny
38.3,76.5,1015.9,26.7,0.1,Cloudy
39.9,37.6,1007.0,30.6,0.0,Sunny
33.0,80.5,1009.7,26.6,4.8,Cloudy
22.2,38.9,1016.8,23.3,0.0,Sunny
37.0,64.5,1002.7,27.3,2.6,Cloudy
16.2,87.1,1012.5,26.4,6.0,Cloudy
20.8,63.4,1016.5,17.7,0.0,Sunny
37.4,44.4,1000.1,13.1,0.3,Sunny
21.4,97.1,1003.9,11.3,13.0,Rainy
20.5,91.0,1019.5,24.4,5.6,Cloudy
18.5,83.6,1019.6,33.7,0.0,Cloudy
36.5,60.9,1000.6,21.2,3.9,Cloudy
27.5,46.6,996.7,32.1,2.6,Cloudy
31.9,94.3,1001.8,2.5,18.2,Rainy
21.0,68.5,1004.9,28.2,2.4,Cloudy
34.0,88.7,1006.0,30.2,8.1,Rainy
34.0,56.6,1010.5,22.8,0.0,Sunny
22.8,56.1,1017.5,32.8,0.0,Sunny
25.3,97.1,1003.3,21.5,25.2,Rainy
20.2,67.9,1016.2,9.9,0.0,Sunny
39.4,43.9,997.3,9.1,0.0,Sunny
31.1,48.8,996.0,20.3,3.3,Cloudy
38.4,65.4,1007.6,31.9,0.0,Sunny
22.6,37.7,996.5,4.4,0.0,Sunny
34.5,64.1,1004.8,21.9,1.8,Sunny
34.1,61.4,1017.4,27.4,0.0,Sunny
32.3,84.1,1001.0,5.8,10.6,Rainy
39.1,57.4,1012.6,5.9,0.0,Sunny
24.8,96.9,1002.6,14.1,20.4,Rainy
18.3,46.4,996.1,11.0,0.0,Sunny
31.8,72.2,1008.9,8.5,4.9,Cloudy
33.2,40.7,1015.9,8.6,0.0,Sunny
29.4,81.2,1005.2,6.3,7.0,Cloudy
20.2,97.7,1010.4,22.2,7.4,Cloudy
27.6,86.6,1017.5,24.7,0.0,Cloudy
22.8,70.0,1014.7,25.2,0.0,Cloudy
25.7,65.5,999.8,19.6,10.9,Rainy
31.1,87.6,1013.3,33.4,12.7,Rainy
33.6,94.0,1007.5,31.1,17.5,Rainy
20.8,97.3,1013.6,33.6,11.7,Rainy
25.1,60.0,1007.4,14.8,0.0,Sunny
21.7,97.4,998.2,31.0,27.1,Rainy
20.0,44.8,1009.2,27.2,0.0,Sunny
34.6,51.0,1007.3,13.2,0.0,Sunny
37.7,40.6,1007.9,5.5,0.0,Sunny
24.3,52.1,1017.0,24.5,0.0,Sunny
33.8,83.4,1017.4,6.5,0.0,Cloudy
37.4,88.7,1006.3,11.7,7.7,Cloudy
36.2,84.1,1006.4,18.5,6.2,Cloudy
19.6,74.8,1007.9,24.4,2.7,Cloudy
38.9,67.4,1008.0,32.6,3.7,Cloudy
24.4,79.6,1018.8,21.6,1.5,Cloudy
23.5,59.6,1011.2,24.2,0.0,Sunny
16.6,88.0,1001.9,12.2,4.6,Cloudy
27.2,77.7,1008.3,24.7,1.4,Cloudy
17.7,79.0,1010.7,16.4,1.2,Cloudy
21.2,68.8,1011.0,30.3,4.9,Cloudy
22.9,90.8,1009.6,15.0,7.6,Cloudy
35.2,50.9,999.4,17.5,0.0,Sunny
36.9,59.0,995.8,16.3,5.9,Cloudy
22.6,84.0,1003.4,28.8,7.9,Cloudy
36.5,66.0,1005.7,33.5,8.9,Rainy
36.4,91.0,996.5,12.8,15.0,Rainy
34.1,56.8,1015.4,17.7,0.0,Sunny
18.7,58.3,1003.6,25.3,0.0,Sunny
32.3,91.0,1017.8,31.5,4.2,Cloudy
38.6,64.3,998.9,18.3,0.3,Sunny
32.1,67.5,996.4,5.6,6.8,Cloudy
23.3,56.0,1007.1,14.2,3.7,Cloudy
27.5,52.4,999.7,20.2,0.8,Sunny
31.1,76.3,1018.4,15.8,0.0,Cloudy
27.8,42.5,995.3,8.2,0.0,Sunny
18.0,90.4,1005.3,3.2,12.1,Rainy
22.8,84.1,1018.2,24.7,1.7,Cloudy
35.1,47.0,1004.6,34.8,0.0,Sunny
36.5,78.7,997.3,32.3,16.4,Rainy
18.4,73.0,1002.6,24.5,0.0,Cloudy
38.8,46.6,1007.5,29.8,0.0,Sunny
23.2,52.2,999.6,10.4,0.0,Sunny
31.6,60.8,1006.7,22.5,0.0,Sunny
33.8,79.1,1015.9,4.0,0.0,Cloudy
35.3,75.2,1016.8,25.3,0.0,Cloudy
38.6,68.5,996.2,34.0,5.6,Cloudy
22.8,83.4,999.0,30.4,19.6,Rainy
36.5,82.8,1001.9,19.6,8.5,Rainy
18.3,73.9,1009.9,28.0,0.3,Cloudy
32.6,84.6,1004.0,33.1,18.7,Rainy
33.5,56.1,1016.1,9.1,0.0,Sunny
31.9,90.5,1012.9,28.2,0.1,Cloudy
21.3,73.7,997.5,10.9,14.4,Rainy
36.8,86.8,1010.6,30.9,15.2,Rainy
19.2,69.4,997.8,5.2,12.1,Rainy
16.3,48.8,1001.4,7.9,0.0,Sunny
32.9,69.2,999.4,25.8,3.3,Cloudy
26.9,58.4,999.3,7.8,0.0,Sunny
36.2,78.9,1010.4,7.2,0.0,Cloudy
24.6,65.0,1009.1,20.3,0.0,Sunny
19.2,87.7,999.4,29.6,12.2,Rainy
35.9,77.7,1019.8,10.9,0.0,Cloudy
28.7,78.1,1005.5,29.8,8.7,Rainy
19.7,48.7,997.4,28.7,0.0,Sunny
33.0,97.0,998.0,21.1,18.6,Rainy
27.8,88.0,1009.6,23.3,7.5,Cloudy
30.1,84.7,1019.5,3.3,3.3,Cloudy
26.5,55.8,1009.3,14.1,1.7,Sunny
35.7,68.7,1018.7,10.7,0.0,Sunny
35.7,43.6,1006.1,7.0,0.0,Sunny
32.7,68.9,1005.9,14.9,0.0,Sunny
17.6,44.2,1007.5,13.7,0.0,Sunny
36.0,69.8,1012.4,26.1,0.0,Sunny
31.8,75.9,1004.2,21.7,3.9,Cloudy
32.4,59.6,1016.6,32.1,0.3,Sunny
24.1,66.4,995.7,6.8,0.8,Sunny
37.0,90.2,1006.0,4.0,0.0,Cloudy
33.1,41.8,1007.8,19.6,0.0,Sunny
17.8,84.9,1010.2,2.0,2.2,Cloudy
25.2,45.8,1001.9,28.0,0.0,Sunny
37.2,37.3,1005.7,18.7,0.0,Sunny
16.2,46.7,1007.1,18.1,0.0,Sunny
39.0,83.2,1012.2,14.0,3.1,Cloudy
32.0,60.5,1014.3,14.4,0.0,Sunny
30.8,90.0,1013.4,16.2,7.6,Cloudy
21.8,68.1,1003.5,2.5,0.0,Sunny
21.2,36.4,1020.0,4.8,0.0,Sunny
38.6,80.2,1016.2,18.7,0.0,Cloudy
22.5,41.9,1001.5,7.0,0.0,Sunny
34.4,84.7,999.9,27.7,14.1,Rainy
24.8,45.6,1002.9,11.1,0.0,Sunny
18.5,56.8,1006.3,5.2,0.0,Sunny
15.3,83.0,1016.3,9.8,0.0,Cloudy
28.6,95.1,1014.5,13.8,5.9,Cloudy
39.4,58.4,1016.3,3.2,0.0,Sunny
24.2,87.3,1001.8,6.7,15.4,Rainy
23.9,47.0,1009.8,12.7,0.0,Sunny
23.6,85.9,1002.1,12.2,13.1,Rainy
28.0,76.4,997.7,28.4,13.9,Rainy
26.0,47.1,1012.1,29.8,0.0,Sunny
37.0,54.1,998.6,8.4,0.0,Sunny
27.6,43.3,1011.7,6.1,0.0,Sunny
27.7,59.1,1011.2,22.9,0.0,Sunny
18.5,47.8,1015.3,28.6,0.0,Sunny
39.6,75.6,998.5,33.8,17.2,Rainy
21.2,97.7,1014.6,2.2,5.7,Cloudy
16.8,35.8,1020.0,15.7,0.0,Sunny
31.6,69.1,1016.3,26.2,0.7,Sunny
29.9,71.1,1013.8,29.3,0.0,Cloudy
25.4,92.6,1011.6,4.1,10.0,Rainy
25.6,66.9,1005.5,24.5,4.1,Cloudy
34.6,69.3,1013.3,11.5,0.0,Sunny
19.9,64.7,1013.1,4.5,0.0,Sunny
35.5,51.9,1010.8,18.1,0.0,Sunny
31.2,38.5,1014.9,7.2,0.0,Sunny
25.5,60.7,1006.2,26.3,0.0,Sunny
26.5,38.3,998.0,26.5,0.0,Sunny
21.4,69.7,1009.0,29.8,5.9,Cloudy
33.8,54.4,1001.6,14.5,0.0,Sunny
27.8,68.6,1004.6,2.4,1.3,Sunny
23.0,43.5,995.4,10.6,0.8,Sunny
29.9,93.8,1004.6,17.4,20.0,Rainy
39.9,91.4,1015.2,24.9,6.0,Cloudy
25.9,47.0,1008.6,14.6,0.0,Sunny
38.0,56.6,995.2,19.7,0.0,Sunny
23.6,73.7,1006.7,19.3,0.9,Cloudy
16.4,41.0,1002.3,7.4,0.0,Sunny
20.1,57.3,1006.9,22.6,0.0,Sunny
25.5,50.8,1005.1,16.5,1.5,Sunny
20.5,92.7,1018.3,28.7,7.6,Cloudy
15.0,88.7,996.0,24.8,16.6,Rainy
37.9,71.5,1012.1,5.7,0.0,Cloudy
36.1,67.8,1016.3,18.1,0.0,Sunny
33.6,93.6,1019.0,25.2,9.5,Rainy
19.2,93.7,999.4,4.9,7.8,Cloudy
18.0,96.1,1008.3,28.2,16.0,Rainy
16.7,42.9,996.1,9.3,0.0,Sunny
33.1,45.1,1007.5,18.6,0.0,Sunny
38.2,77.6,998.1,33.0,18.5,Rainy
25.8,69.1,1015.9,20.9,0.0,Sunny
18.0,36.2,997.8,16.0,0.0,Sunny
27.8,38.9,1007.8,2.2,0.0,Sunny
23.7,90.9,1008.0,6.4,10.4,Rainy
24.4,89.7,1019.3,21.1,2.6,Cloudy
30.5,57.5,1011.4,18.3,0.0,Sunny
33.0,91.1,1002.2,14.0,11.4,Rainy
17.8,72.4,1001.0,32.5,16.8,Rainy
15.9,85.8,998.2,13.0,7.7,Cloudy
39.9,61.9,1013.9,19.7,0.0,Sunny
20.8,42.1,1012.3,20.8,0.0,Sunny
16.3,62.3,1010.2,19.4,0.0,Sunny
19.7,63.8,996.0,17.8,9.7,Rainy
16.0,69.7,1014.1,13.1,0.0,Sunny
24.8,41.7,1011.0,32.0,0.0,Sunny
35.1,97.5,1019.1,16.9,4.2,Cloudy
23.5,50.4,1009.7,19.4,0.0,Sunny
26.1,47.5,1002.6,23.7,0.0,Sunny
31.9,68.2,1004.5,4.2,1.8,Sunny
27.7,68.8,999.4,27.8,10.3,Rainy
36.5,62.7,1013.1,18.9,0.0,Sunny
36.7,83.6,1012.7,23.7,0.0,Cloudy
15.2,67.5,1000.0,27.5,4.6,Cloudy
34.5,73.4,999.0,30.8,8.0,Rainy
26.5,80.6,996.9,14.9,7.7,Cloudy
39.7,36.6,1017.8,28.8,0.0,Sunny
27.1,71.0,1000.8,10.5,5.3,Cloudy
39.7,90.7,1003.6,23.8,19.8,Rainy
33.9,36.1,1002.0,5.4,0.0,Sunny
21.2,60.5,1005.3,2.7,0.0,Sunny
28.5,93.4,1012.9,5.2,3.7,Cloudy
39.8,57.2,1016.8,12.5,0.0,Sunny
36.4,63.9,999.6,3.0,6.7,Cloudy
17.4,96.8,1012.2,22.8,10.4,Rainy
32.7,47.6,1003.8,12.4,0.0,Sunny
23.6,39.1,1019.5,26.3,0.0,Sunny
15.2,89.1,1002.5,3.5,11.9,Rainy
25.1,89.7,995.2,9.2,21.4,Rainy
20.9,64.7,1007.9,15.5,5.5,Cloudy
35.5,67.4,998.8,14.6,0.9,Sunny
23.4,87.7,996.1,6.3,16.0,Rainy
35.7,81.5,1012.5,34.8,1.3,Cloudy
15.0,51.7,1013.3,11.4,0.0,Sunny
22.7,36.1,1006.5,25.8,0.0,Sunny
21.0,65.2,1011.9,9.3,0.0,Sunny
20.8,89.1,1008.5,31.0,7.6,Cloudy
16.7,91.4,1010.7,14.8,18.1,Rainy
19.7,95.2,1009.9,31.7,11.1,Rainy
28.9,90.4,1011.6,13.3,10.8,Rainy
22.3,71.5,1000.0,2.3,2.2,Cloudy
25.4,63.0,1001.7,19.1,11.3,Rainy
24.4,83.8,1006.0,19.3,10.1,Rainy
36.9,81.6,1006.2,6.0,8.9,Rainy
37.6,68.9,1014.4,9.8,0.0,Sunny
27.3,40.5,1004.2,27.9,0.0,Sunny
23.3,93.3,999.1,3.2,16.7,Rainy
17.7,63.7,1001.3,18.2,1.3,Sunny
38.8,57.9,1000.4,19.5,0.0,Sunny
16.5,74.7,1013.3,24.7,0.0,Cloudy
22.4,77.5,1006.8,3.2,1.6,Cloudy
22.5,48.3,1012.7,21.3,0.0,Sunny
